,Pos,FG,FGA,FG_per,3P,3PA,3P_per,2P,2PA,2P_per,eFG_per,FT,FTA,FT_per,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
8528,PF,4.54054054054054,10.702702702702704,1.3816216216216217,1.7779812256309282,1.7779812256309282,1.0,4.537945945945946,10.702702702702704,0.424,0.429,2.865081081081081,4.54054054054054,0.631,3.567567567567568,6.486486486486487,10.054054054054054,1.9459459459459458,1.2972972972972974,1.9459459459459458,2.27027027027027,6.810810810810811,12.000000000000002
10034,C,1.6363636363636362,3.8863636363636354,0.814090909090907,0.08991184248817634,0.5444291394371789,0.16514884302689162,1.546772727272723,3.8863636363636354,0.397999999999999,0.397999999999999,0.81,1.0227272727272727,0.792,2.8636363636363633,6.340909090909091,9.204545454545453,1.227272727272727,0.8181818181818181,1.0227272727272727,1.6363636363636362,5.727272727272727,3.8863636363636354
7202,SG,4.194174757281552,12.932038834951458,0.5784466019417476,1.4417475728155338,5.766990291262135,0.25,2.84452427184466,7.16504854368932,0.397,0.387,1.2233009708737863,1.2233009708737863,1.0,0.524271844660194,3.3203883495145625,3.8446601941747574,3.6699029126213594,1.2233009708737863,0.0,1.9223300970873787,1.9223300970873787,11.184466019417476
7665,C,5.142857142857143,10.902857142857142,0.9483428571428572,0.0,0.5444291394371789,0.0,5.058925714285703,10.902857142857142,0.463999999999999,0.461,5.652,7.2,0.785,4.32,6.788571428571428,10.902857142857142,1.6457142857142857,0.8228571428571428,1.2342857142857142,1.8514285714285714,4.114285714285714,15.84
7666,C,4.563380281690141,7.774647887323943,0.9938028169014084,0.08991184248817634,0.5444291394371789,0.16514884302689162,4.571492957746479,7.774647887323943,0.588,0.588,1.5877183098591527,2.3661971830985915,0.670999999999999,2.873239436619718,5.746478873239436,8.619718309859154,2.1971830985915495,1.352112676056338,2.704225352112676,2.5352112676056335,4.394366197183099,10.64788732394366
9969,PG,3.492537313432836,9.402985074626866,1.0101492537313432,1.4942686567164178,4.835820895522388,0.309,2.027820895522388,4.567164179104477,0.444,0.453999999999999,1.5608955223880594,2.6865671641791042,0.581,0.5373134328358209,2.6865671641791042,3.492537313432836,4.029850746268656,1.880597014925373,0.26865671641791045,2.955223880597015,5.91044776119403,10.208955223880595
5327,C,5.175,9.0,1.2779999999999998,0.08991184248817634,0.5444291394371789,0.16514884302689162,5.111999999999999,9.0,0.568,0.568,2.8991249999999997,3.375,0.859,1.8,5.175,7.2,0.9,0.45,1.575,1.8,4.95,13.049999999999999
289,PG,4.0,8.521739130434783,0.7982608695652157,0.36156521739130437,1.565217391304348,0.231,3.6222608695652174,7.130434782608695,0.508,0.48,1.7838260869565221,2.2608695652173916,0.789,0.8695652173913043,3.4782608695652173,4.3478260869565215,8.173913043478262,1.0434782608695652,0.1739130434782609,3.304347826086956,2.7826086956521743,9.913043478260871
734,SG,5.79020979020979,16.867132867132867,0.881118881118881,3.3532867132867135,7.5524475524475525,0.444,2.5429090909090912,9.314685314685315,0.273,0.45,3.272727272727273,3.272727272727273,1.0,0.7552447552447551,3.272727272727273,4.279720279720279,2.5174825174825175,0.0,0.0,0.7552447552447551,1.762237762237762,18.377622377622377
10163,SF,5.233480176211454,11.259911894273127,0.7437885462555066,0.4909955947136564,1.9030837004405285,0.258,4.8094096916299565,9.3568281938326,0.514,0.492,2.3480881057268688,3.488986784140969,0.672999999999999,2.854625550660793,3.9647577092511015,6.819383259911894,2.854625550660793,1.7444933920704846,0.6343612334801763,2.537444933920705,4.9162995594713665,13.480176211453745
9550,SF,6.4083769633507845,14.701570680628272,0.8274345549738219,1.512,3.9581151832460733,0.382,4.941989528795811,10.743455497382199,0.46,0.491,3.611120418848167,4.335078534031413,0.833,3.7696335078534027,2.827225130890052,6.596858638743455,2.450261780104712,0.9424083769633507,0.37696335078534027,1.8848167539267013,3.2041884816753923,18.094240837696333
1980,SG,4.333333333333333,15.999999999999998,0.9199999999999999,0.0,7.333333333333333,0.0,4.5,9.0,0.5,0.276,3.333333333333333,3.333333333333333,1.0,0.6666666666666666,3.333333333333333,3.9999999999999996,4.333333333333333,1.6666666666666665,0.0,2.6666666666666665,2.6666666666666665,12.333333333333334
1424,SF,4.315457413249211,9.652996845425868,0.5053627760252366,1.3416529968454258,3.7476340694006307,0.358,2.9585867507886436,5.905362776025237,0.501,0.515,1.3150788643533124,1.7034700315457414,0.772,1.5899053627760251,4.542586750788644,6.132492113564669,2.384858044164038,0.6813880126182965,0.5678233438485805,1.362776025236593,2.384858044164038,11.35646687697161
5597,PG,5.675675675675675,15.081081081081082,0.6178378378378379,1.7980540540540542,4.54054054054054,0.396,3.891891891891892,10.378378378378379,0.375,0.441,2.095459459459457,2.27027027027027,0.922999999999999,0.32432432432432434,1.6216216216216217,1.9459459459459458,4.702702702702703,0.48648648648648646,0.16216216216216217,1.783783783783784,2.4324324324324325,15.405405405405405
9253,PF,5.294117647058824,12.882352941176473,0.723529411764706,1.2772941176470551,3.882352941176471,0.328999999999999,4.005,9.0,0.445,0.458999999999999,1.8900000000000001,2.4705882352941178,0.765,2.4705882352941178,5.294117647058824,7.764705882352942,3.5294117647058827,1.5882352941176472,0.7058823529411765,2.4705882352941178,4.764705882352942,13.764705882352942
10264,C,3.1698113207547167,7.9245283018867925,0.9056603773584906,0.5444291394371789,0.5444291394371789,1.0,3.0176603773584905,7.698113207547169,0.392,0.406,1.3077735849056604,1.8113207547169812,0.722,2.0377358490566038,5.886792452830189,7.9245283018867925,1.1320754716981132,0.9056603773584906,0.6792452830188679,2.0377358490566038,4.528301886792453,7.698113207547169
11953,SF,5.968421052631578,12.031578947368422,0.46799999999999997,0.2889473684210526,0.9473684210526315,0.305,5.652947368421053,11.08421052631579,0.51,0.506,3.2627368421052627,3.789473684210526,0.861,1.6105263157894736,3.4105263157894736,5.11578947368421,2.463157894736842,0.9473684210526315,0.37894736842105264,1.7999999999999998,1.7052631578947368,15.442105263157897
8423,SF,5.197860962566845,12.51336898395722,0.8027807486631016,1.3826310160427768,3.6577540106951867,0.377999999999999,3.7511229946524067,8.663101604278076,0.433,0.473,2.445689839572193,3.080213903743316,0.794,1.540106951871658,4.042780748663102,5.5828877005347595,2.1176470588235294,0.9625668449197862,0.3850267379679145,1.540106951871658,3.46524064171123,14.245989304812836
3518,SF,4.024844720496894,9.167701863354036,0.999503105590062,0.0,0.22360248447204967,0.0,4.114285714285714,8.944099378881987,0.46,0.447,1.5815403726708073,2.4596273291925463,0.643,1.5652173913043477,6.037267080745341,7.602484472049688,1.7888198757763973,1.3416149068322978,1.1180124223602483,2.2360248447204967,3.1304347826086953,9.838509316770185
1611,C,7.6923076923076925,16.461538461538463,0.7153846153846155,2.3353846153846156,6.76923076923077,0.345,5.321076923076913,9.692307692307692,0.548999999999999,0.536,2.2712307692307694,3.2307692307692313,0.703,1.5384615384615385,4.615384615384616,6.153846153846154,2.6153846153846154,0.6153846153846154,2.0000000000000004,2.0000000000000004,4.000000000000001,20.0
7924,SF,5.019230769230768,13.153846153846152,0.6698076923076923,2.1733269230769228,5.019230769230768,0.433,2.8502307692307687,7.961538461538461,0.358,0.471,1.95075,2.25,0.867,1.2115384615384615,3.634615384615385,4.846153846153846,1.2115384615384615,0.8653846153846153,0.34615384615384615,1.5576923076923075,5.538461538461538,14.365384615384615
7988,PG,0.696774193548387,5.806451612903226,0.30890322580645163,1.110522364163161,3.504212189045108,0.31691070752932243,0.7722580645161291,5.806451612903226,0.133,0.133,1.9347096774193548,2.3225806451612905,0.833,0.4645161290322581,2.3225806451612905,2.787096774193548,9.75483870967742,2.3225806451612905,0.4645161290322581,2.787096774193548,6.503225806451613,3.4838709677419355
6245,PF,5.184,12.383999999999999,1.19808,1.93536,5.76,0.336,3.225888,6.624,0.487,0.495,1.4929919999999999,1.7279999999999998,0.864,2.3040000000000003,5.76,8.064,1.44,0.5760000000000001,0.8639999999999999,1.7279999999999998,4.6080000000000005,13.823999999999998
981,C,9.627906976744185,21.24418604651163,0.47302325581395355,1.8255348837209302,5.127906976744186,0.356,7.8184883720930225,16.22093023255814,0.482,0.494,8.058139534883722,10.465116279069768,0.77,2.1976744186046515,8.895348837209303,11.093023255813954,5.023255813953488,1.4651162790697674,1.36046511627907,3.976744186046511,3.8720930232558146,29.093023255813957
8728,SG,5.74468085106383,13.02127659574468,0.5553191489361702,1.5114893617021279,4.723404255319149,0.32,4.157234042553192,8.297872340425533,0.501,0.493,2.2314893617021276,2.9361702127659575,0.76,1.021276595744681,3.574468085106383,4.595744680851063,2.9361702127659575,2.042553191489362,0.5106382978723405,2.8085106382978724,3.1914893617021276,15.063829787234043
852,SG,8.756756756756756,18.702702702702705,0.5081081081081081,3.721621621621621,8.756756756756756,0.425,5.072432432432432,9.945945945945946,0.51,0.569,2.642594594594595,3.027027027027027,0.873,0.43243243243243246,3.675675675675676,4.108108108108108,2.2702702702702706,0.8648648648648649,0.6486486486486487,1.837837837837838,2.054054054054054,23.891891891891895
9030,C,2.769230769230769,7.200000000000001,1.0744615384615357,0.08991184248817634,0.5444291394371789,0.16514884302689162,2.7935999999999934,7.200000000000001,0.387999999999999,0.387999999999999,0.6646153846153846,1.1076923076923078,0.6,3.6000000000000005,6.369230769230769,9.96923076923077,1.6615384615384614,1.3846153846153846,2.4923076923076923,1.3846153846153846,5.815384615384616,6.369230769230769
3493,SG,5.60655737704918,12.393442622950822,0.6698360655737691,0.14311475409835994,0.7377049180327869,0.193999999999999,5.501508196721312,11.655737704918035,0.472,0.461,2.779672131147541,3.540983606557377,0.785,1.0327868852459017,3.3934426229508197,4.426229508196721,2.2131147540983607,1.0327868852459017,0.7377049180327869,1.3278688524590163,2.5081967213114753,14.163934426229508
9651,PG,7.016949152542374,15.050847457627121,0.4738983050847458,0.7226440677966101,1.9322033898305082,0.374,6.296949152542374,13.118644067796613,0.48,0.49,4.47,6.0,0.745,1.1186440677966103,3.8644067796610164,5.084745762711864,8.949152542372882,1.9322033898305082,0.1016949152542373,3.3559322033898304,1.8305084745762712,19.220338983050848
10736,C,3.540983606557377,6.786885245901639,0.7583606557377051,0.08991184248817634,0.5444291394371789,0.16514884302689162,3.488459016393443,6.786885245901639,0.514,0.514,2.620032786885243,3.8360655737704925,0.682999999999999,2.80327868852459,4.5737704918032795,7.3770491803278695,0.8852459016393442,0.7377049180327869,3.3934426229508197,2.0655737704918034,5.163934426229509,9.59016393442623
2098,SG,6.947368421052632,15.663157894736843,0.5557894736842105,1.8462315789473684,5.305263157894737,0.348,5.044294736842105,10.357894736842105,0.487,0.499,3.7015578947368417,4.168421052631579,0.888,1.0105263157894737,5.936842105263159,6.947368421052632,2.778947368421053,1.3894736842105264,0.5052631578947369,1.263157894736842,2.2736842105263158,19.326315789473686
