FG,FGA,FG_per,3P,3PA,3P_per,2P,2PA,2P_per,eFG_per,FT,FTA,FT_per,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0.4880733944954128,0.5125758080639785,0.8802,0.010429470704361753,0.006269020085209981,0.4,0.5473614831823786,0.5662886291600634,0.49,0.491,0.2758000500473274,0.30973815814304584,0.741,0.22100000000000003,0.19687500000000002,0.27499999999999997,0.18055172413793102,0.258,0.05347826086956522,0.34500000000000003,0.42499999999999993,0.4434349030470914
0.4931752069814276,0.6288310400598174,0.4532926829268293,0.18458255316713412,0.31786737526535336,0.27,0.4511331709183912,0.4770212061768004,0.475,0.453999999999999,0.20466862486343798,0.26406170170165566,0.64,0.23841463414634148,0.2458079268292683,0.33028455284552843,0.11795626576955426,0.15731707317073174,0.1956521739130435,0.2524390243902439,0.30060975609756097,0.45996892101885006
0.7628710199676201,0.8201501460297548,0.5251764705882354,0.2845098258322214,0.35730908309763343,0.371,0.6922281503493092,0.6517141325626923,0.542,0.546,0.6034214580156043,0.6011873771965854,0.854,0.13000000000000003,0.33088235294117646,0.35784313725490197,0.2503448275862069,0.45529411764705885,0.06291560102301791,0.27058823529411763,0.14999999999999997,0.7975232198142413
0.41575018519573753,0.4238587137620792,1.088944099378882,0.0,0.11595664732639425,0.0,0.4692627534937722,0.4812495693516158,0.49,0.487,0.13912832638858527,0.16850683182927984,0.662,0.35900621118012416,0.3610248447204969,0.496894409937888,0.08010280573998714,0.16024844720496892,0.09964893329732646,0.19999999999999998,0.3801242236024844,0.3482390185991293
0.5382262996941896,0.40014731931461434,2.106315789473684,0.045743292562990145,0.01558979615807626,1.0,0.5838434159984295,0.4415505880390358,0.660999999999999,0.675,0.15481611997310196,0.19228801859337907,0.652,0.5666666666666667,0.44407894736842113,0.6725146198830408,0.09050211736237145,0.15087719298245617,0.2814645308924485,0.20175438596491227,0.5964912280701754,0.4381591096855712
0.39993075990998783,0.45001351750674295,0.6031698113207548,0.038608719852750495,0.07783736606989056,0.218,0.42414600116655865,0.451776156445295,0.47,0.455,0.2852978483138995,0.29693979284094185,0.797999999999999,0.05132075471698113,0.13443396226415094,0.14465408805031443,0.43799609629147696,0.2920754716981132,0.02018047579983593,0.31245283018867925,0.2950943396226414,0.38467569121413264
0.2500474533375514,0.48838892782865473,0.6206896551724138,0.1832709748600948,0.47108947048082767,0.182,0.1662087440780179,0.23659079731132848,0.332999999999999,0.3,0.24014629346439476,0.2805503835240618,0.7089977238239751,0.11724137931034484,0.1939655172413793,0.22988505747126436,0.2312485136741974,0.17793103448275863,0.18440779610194905,0.15862068965517243,0.30482758620689654,0.21090839621740373
0.4551765442517627,0.4637583713440721,0.526646884272997,0.040108587634578134,0.052574450370332905,0.324,0.48760155700232755,0.4834155901564565,0.507,0.505,0.3706134051872883,0.40538988096404727,0.769,0.18160237388724035,0.2114243323442136,0.27695351137487634,0.26022715645144784,0.22967359050445105,0.01586892013933686,0.28664688427299706,0.34302670623145387,0.45373468028966674
0.35706802958636236,0.44064665872621456,0.5044982698961938,0.31847778188924736,0.4214377025737795,0.353,0.20981361785989167,0.20846585581188756,0.47,0.503,0.17456744204887303,0.19962831663087183,0.71,0.10588235294117648,0.18814878892733564,0.21337946943483277,0.23204868154158217,0.29757785467128034,0.07401835414472695,0.17508650519031144,0.18823529411764706,0.37389412339809636
0.3746405586745173,0.39075532036584815,0.8614925373134327,0.017278675346032106,0.01850152766296333,0.332999999999999,0.4116958262647725,0.42132838186247845,0.487,0.488,0.11228279738686481,0.13205321758822416,0.667,0.10149253731343282,0.1958955223880597,0.22388059701492535,0.2694801852804941,0.34228855721393037,0.026606099935107073,0.2517412935323383,0.2875621890547263,0.3144388859028955
0.2109320792537198,0.3137777603543916,0.9347899159663866,0.019456659633347136,0.07697540367333787,0.111,0.22410035579482399,0.3229917164964242,0.338999999999999,0.316,0.26648254418889183,0.25794148570921105,0.852,0.11428571428571428,0.09453781512605042,0.14005602240896356,0.34679802955665023,0.28907563025210087,0.04493971501644136,0.30924369747899155,0.28571428571428564,0.23985660746292975
0.33866317169069454,0.3486076069881467,1.2342857142857144,0.0,0.031283937007421145,0.0,0.39081515499425945,0.40199796241793073,0.483,0.48,0.1314783700735634,0.1959837435634756,0.544,0.34,0.3214285714285714,0.45238095238095233,0.11054187192118226,0.3071428571428572,0.2291925465838509,0.19714285714285712,0.5828571428571427,0.29125445191927185
0.47221008688898597,0.529107581423476,0.8704761904761906,0.1479991557095144,0.22925542706431323,0.298,0.4423970681571567,0.4322000855281364,0.511,0.495,0.20996436876671454,0.2349941738033831,0.733,0.14391534391534394,0.15873015873015875,0.2116402116402116,0.2865900383141763,0.5005291005291006,0.028295376121463083,0.36507936507936506,0.41375661375661377,0.4368816778789077
0.32895789226064454,0.3719649005886925,0.7883076923076923,0.006685558143821637,0.019258080122352795,0.125,0.3658516534138425,0.41798732171156905,0.436,0.429,0.1465894587607512,0.1516919012295498,0.768,0.278974358974359,0.3076923076923077,0.4102564102564102,0.09259062776304157,0.17641025641025646,0.24682274247491637,0.18871794871794872,0.36615384615384616,0.2822927764756019
0.419397116644823,0.4540842275632431,1.2559398496240575,0.16742045078054393,0.2540282538360508,0.305,0.37050145455487166,0.3363574347914159,0.54,0.514,0.16709557558884755,0.16272221883260707,0.821,0.12781954887218044,0.2819548872180451,0.3132832080200501,0.09696655431682655,0.2586466165413534,0.16083687479568487,0.2421052631578947,0.4345864661654134,0.3908941328390227
0.21662064665538433,0.24822793696599513,1.3106796116504853,0.16086333977192005,0.23444751280724854,0.31691070752932243,0.22912571818527475,0.2962819072823227,0.375,0.375,0.24638115465669888,0.27165640338807284,0.75,0.0,0.09101941747572816,0.08090614886731391,0.25041848008034817,0.41747572815533984,0.0,0.3572815533980583,0.3300970873786407,0.2276309065971008
0.3372733091529763,0.4725370612896475,0.6044651162790697,0.3185839481437015,0.41917083044345993,0.355,0.18312096840385628,0.23578299487708693,0.368,0.453999999999999,0.10273658684817974,0.09506466775214278,0.816,0.047441860465116274,0.10465116279069767,0.11627906976744186,0.32391339214113873,0.16000000000000003,0.02487360970677452,0.2567441860465116,0.2688372093023255,0.3366359595439026
0.4319649090291292,0.5398424991893834,0.49333333333333335,0.257716786192966,0.3350404019911019,0.358,0.327220841317027,0.37163433062799145,0.435,0.472,0.15745862880653388,0.15413619112430207,0.813,0.08013468013468014,0.1893939393939394,0.20763187429854096,0.10421455938697317,0.2316498316498317,0.01800614844093105,0.18585858585858583,0.22895622895622894,0.4118749825121016
0.3803169307756464,0.5183726636575685,1.0336363636363637,0.013024068433411438,0.031283937007421145,0.16514884302689162,0.43366694112962767,0.5807880708831581,0.379,0.379,0.0,0.05235443222563434,0.0,0.3090909090909091,0.2556818181818182,0.37878787878787873,0.05862068965517241,0.19545454545454546,0.0,0.45303030303030306,0.309090909090909,0.28573826911777056
0.29547448024085526,0.3629660053022807,0.36930232558139536,0.13728093996904073,0.2237823606845107,0.283,0.2526759739147413,0.2652827430312411,0.457,0.446,0.33617764197921013,0.36635952958800183,0.769,0.11421188630490955,0.1744186046511628,0.21102497846683893,0.17328699991089724,0.42222222222222217,0.06909336029659588,0.17829457364341084,0.14056847545219636,0.34506502895345254
0.5871559633027521,0.6798201769000976,0.4768421052631568,0.23823106766805274,0.2973807006865917,0.372,0.5188676500538243,0.5446398782217032,0.482,0.502,0.4364097042442182,0.45961212476369256,0.802,0.059649122807017535,0.19188596491228072,0.1949317738791423,0.46005242992538814,0.5029239766081872,0.09382151029748281,0.47076023391812866,0.23859649122807008,0.6080575399718131
0.5622368773270385,0.653299474887681,0.42970822281167104,0.261815678371564,0.33475349969567864,0.364,0.4806293409959429,0.49577110140528907,0.488,0.506,0.4590793259950788,0.4703398569271115,0.825,0.07214854111405836,0.10444297082228117,0.12820512820512817,0.30103356809658827,0.29655172413793107,0.04255564525429593,0.3294429708222812,0.18938992042440314,0.602981696877962
0.17733467677785436,0.12298020120460806,1.1361849710982659,0.013024068433411438,0.031283937007421145,0.16514884302689162,0.19862153586594963,0.16437575002519167,0.546,0.546,0.10952805395451555,0.12170608043616038,0.7,0.2161849710982659,0.32514450867052025,0.3949903660886319,0.04472792505481363,0.14913294797687862,0.3709474742397587,0.1861271676300578,0.43236994219653174,0.1649880710294141
0.3873598369011213,0.3815024621422488,1.2349999999999999,0.02781192187829801,0.06255494691282883,0.192,0.4177190968235744,0.39000594294770213,0.531,0.504,0.2466293608569453,0.3130150342831981,0.655999999999999,0.14166666666666666,0.13020833333333334,0.18518518518518517,0.16120689655172413,0.35833333333333334,0.18568840579710147,0.25555555555555554,0.44861111111111096,0.361034164358264
0.3877741254967375,0.45869915019414204,0.8297326203208556,0.07428906405459795,0.09962863029348298,0.332999999999999,0.39775799916274013,0.44611833351695385,0.446,0.452999999999999,0.2503889547724479,0.25343546809861206,0.814,0.16363636363636364,0.13034759358288772,0.18716577540106952,0.08275862068965517,0.09197860962566846,0.08579400139502441,0.27058823529411763,0.45454545454545453,0.3761387707941399
0.18255212677231025,0.17635818363575775,0.5851636363636363,0.013024068433411438,0.031283937007421145,0.16514884302689162,0.2097048556750049,0.22059141334101715,0.447,0.447,0.14474573287189563,0.16764089279280822,0.692,0.22254545454545455,0.23863636363636365,0.32121212121212117,0.04689655172413793,0.1250909090909091,0.48616600790513836,0.15054545454545454,0.35854545454545445,0.17792999244522786
0.39098002229272055,0.4601332266191643,1.4635514018691589,0.0951811041384039,0.1555736315493086,0.278999999999999,0.37954011395216586,0.39392856613889843,0.478,0.465,0.2365065663984766,0.23339000657856446,0.831,0.06355140186915889,0.10514018691588785,0.12461059190031153,0.6267483080889463,0.3214953271028038,0.0,0.5158878504672897,0.3495327102803738,0.38108059129624355
0.43277443846883895,0.4196761998873938,1.6044827586206898,0.02247730755250378,0.015216068167985392,0.5,0.4768274747688026,0.46237157768184056,0.517,0.521,0.3350964949237979,0.39211204456273474,0.718,0.23448275862068968,0.24245689655172414,0.33045977011494254,0.11117717003567182,0.2224137931034483,0.18440779610194905,0.4362068965517242,0.43965517241379304,0.42181679243480746
0.3654539702625751,0.47189787312275205,0.48413793103448277,0.065453919592891,0.07912355447352405,0.364,0.3709911978568685,0.4739500792393027,0.392999999999999,0.409,0.1898919030252372,0.1988893480227239,0.775,0.11724137931034484,0.22629310344827588,0.2586206896551724,0.16898929845422114,0.29655172413793107,0.055322338830584704,0.2379310344827586,0.22275862068965513,0.33745343394784594
0.4800721913069635,0.5266878253696854,0.6860655737704919,0.0,0.031283937007421145,0.0,0.5408644043339419,0.5895452833129823,0.466,0.465,0.4937332934048645,0.5050614638085131,0.828,0.32049180327868854,0.20747950819672134,0.34153005464480873,0.10570944036178632,0.1409836065573771,0.04383464005702068,0.3016393442622951,0.29262295081967216,0.501339630352845
0.254434250764526,0.2854814477045663,0.5242105263157895,0.14842783570839,0.20200531761540183,0.337999999999999,0.1942538022140008,0.19413629160063392,0.462999999999999,0.48,0.1316411915844904,0.13019983909575789,0.792,0.19087719298245615,0.2894736842105263,0.3508771929824561,0.1176527525710829,0.45263157894736844,0.037528604118993135,0.14526315789473684,0.2982456140350877,0.2503766341060407
0.3875709321800864,0.5294293364518818,0.37177111716621253,0.22683388327579163,0.3440406911660566,0.307,0.30244802907375595,0.34997808504298783,0.425,0.439,0.13278230085546777,0.1380102049998637,0.758,0.08337874659400545,0.18903269754768395,0.2134423251589464,0.40762942779291544,0.4920980926430519,0.029143466413931996,0.30081743869209804,0.12043596730245229,0.3694249247095941
0.3250970901108796,0.49614545662693205,0.7177914110429449,0.24656420465802467,0.3122747928561027,0.367,0.20849034675607328,0.34108144633603293,0.3,0.393999999999999,0.23116658931735862,0.27481831853909233,0.696,0.10429447852760736,0.21855828220858892,0.24539877300613494,0.18988787814681615,0.3165644171779141,0.0,0.16932515337423312,0.3337423312883435,0.35022007715446185
0.30315117670522534,0.3429967788514939,1.0956521739130434,0.037787937334644035,0.06553935448587331,0.25,0.3103108266422132,0.34742558395920903,0.439,0.433,0.10212201298739183,0.09218207701206954,0.833,0.02463768115942029,0.06793478260869566,0.07246376811594202,0.5046476761619191,0.3115942028985508,0.038752362948960305,0.19999999999999998,0.27101449275362316,0.2585410895660203
0.6209862385321101,0.5987587470843051,0.7537499999999999,0.032388395351435915,0.04217703895313451,0.318,0.6790762400603818,0.6326569619156102,0.547,0.544,0.3120081116109799,0.31941518299443283,0.814,0.51796875,0.4833984375,0.68359375,0.1914331896551724,0.13437500000000002,0.08355978260869565,0.32343749999999993,0.3187499999999999,0.5574792243767313
0.3127840178341764,0.43033630534370154,1.1876635514018692,0.2640508050291215,0.47889374918231414,0.258,0.18632931675196981,0.15857117466712087,0.528,0.436,0.15710183471956568,0.23339000657856446,0.552,0.09532710280373831,0.19275700934579443,0.21806853582554517,0.09642281662906865,0.2411214953271028,0.04997968305566843,0.08598130841121496,0.22242990654205608,0.323918502601807
0.4360369137506427,0.5735197412072082,0.416283185840708,0.3772145731745707,0.4822999872526154,0.366,0.2632055666000983,0.3070522979397781,0.417,0.482,0.1918790268095963,0.19411952831307291,0.800999999999999,0.03008849557522124,0.12721238938053098,0.12782694198623404,0.4793408605431797,0.304424778761062,0.01577529819161216,0.3392330383480826,0.20058997050147492,0.4480507276575229
0.35579718352399287,0.39790303095127405,0.6577777777777778,0.003068753725768993,0.00408266520392036,0.143,0.4002862127055963,0.4470050478370605,0.447999999999999,0.445,0.1826884154495891,0.22805898620517728,0.655999999999999,0.20987654320987656,0.2623456790123457,0.33607681755829905,0.18044557967929614,0.28312757201646094,0.0440150295222759,0.35967078189300405,0.4057613168724279,0.3146267227522998
